ID,飆股,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22,PCA_23,PCA_24,PCA_25,PCA_26,PCA_27,PCA_28,PCA_29,PCA_30,PCA_31,PCA_32,PCA_33,PCA_34,PCA_35,PCA_36,PCA_37,PCA_38,PCA_39,PCA_40,PCA_41,PCA_42,PCA_43,PCA_44,PCA_45,PCA_46,PCA_47,PCA_48,PCA_49,PCA_50,PCA_51,PCA_52,PCA_53,PCA_54,PCA_55,PCA_56,PCA_57,PCA_58,PCA_59,PCA_60,PCA_61,PCA_62,PCA_63,PCA_64,PCA_65,PCA_66,PCA_67,PCA_68,PCA_69,PCA_70,PCA_71,PCA_72,PCA_73,PCA_74,PCA_75,PCA_76,PCA_77,PCA_78,PCA_79,PCA_80,PCA_81,PCA_82,PCA_83,PCA_84,PCA_85,PCA_86,PCA_87,PCA_88,PCA_89,PCA_90,PCA_91,PCA_92,PCA_93,PCA_94,PCA_95,PCA_96,PCA_97,PCA_98,PCA_99,PCA_100
TR-1,0,-4.626662165880288,0.4037999586937366,6.028552962369324,3.843074584922786,-7.96067455406794,4.910027909515492,2.0359580810264193,-1.237431066993997,3.8191168933361155,-4.267563833177748,-3.9069231095001244,-1.4850021327421083,1.8775995784421593,-0.9988173479545205,-2.8381342033961396,-2.482143044694615,-0.5063276965027135,-0.6052197512714352,1.646395123195801,0.7575763006093298,-0.9767779775528326,1.2060345997539168,0.6304806864596619,1.4049088806855419,2.5302234903072964,-0.875850736768323,1.5317826623547108,0.1483847673831775,1.309292387876479,1.7205214918533691,-2.3876581722808283,0.7794829389788437,0.20022994481154716,0.705603883406096,1.8628929208604943,0.2471776938974574,-2.3361551219551395,-0.34182618338056936,-1.5310210172224068,-1.785492332780241,-1.14340271044711,-0.56436901743523,0.7311222567522498,-0.38313730326707857,0.2815136617171681,0.7289365668980304,0.8245165898903074,0.06528829941009232,-0.30636129072778057,-1.8267700147429913,-0.18826145340985567,-1.7996613148843401,0.9108173541133505,0.3314414438811672,1.900567660042221,-1.7502962127840886,-0.26670885853199133,0.3751755307469979,0.3845832303184844,0.3785729983108774,-0.7626209252519863,-0.810355777159228,-0.3078599838025901,0.22826162118143964,1.0075445514843426,1.054054434484958,-1.0309122142006153,-1.0293260901805785,0.16148220811191824,-1.4228994045607208,-0.3229588713612653,1.1368560088104591,0.49097232907895655,0.13589516989244496,-0.7062647685470156,-0.5043539346394355,0.1758115635467267,-0.4558719361139341,-1.1006312158485505,-0.6815351557922916,-0.9012743987107448,-0.6943541958915884,2.8225592827314903,0.0822036192482186,-0.25571796614383013,0.45272605294497203,0.8506577235909172,-0.8443643657235854,-0.36184845507946767,-0.5060998209891131,-0.08050069095182592,0.03223728564195671,0.3105916590900772,-0.43381918635578776,-0.2659819668185664,-0.6392834696213642,0.7145102244599905,-0.20867347626522004,0.11479200355533069,0.29752408010912335
TR-2,0,-3.4084887000304,0.8605657829672201,4.670476827495184,5.19355915722387,0.06806087114673931,-1.5174692533347485,0.8196817167162842,-1.4738741383731528,-0.5198887664058913,-2.755591743249967,2.27443532001169,0.7048613019121437,2.019935942313784,1.6188578981426618,0.23528024867834188,-0.23237374835373997,1.013556870845385,0.18482958829822216,0.15162501290839225,-0.4925636908519405,1.63733756467034,-0.8127072537357048,1.078306819234893,-0.9471559684996878,-0.7271210944664467,1.33688356728749,1.3056053105347545,0.007720763454008136,0.40829208206691475,-1.7055712446520512,0.3932753264027869,0.31109737500898843,-0.45781124754386754,-0.1477311070487144,-1.1912321687647147,0.9876816323092342,0.6585072563637435,0.11963247801085956,1.4834114992478924,-2.0015684433202634,0.5189430430746701,-0.6666835514638199,-0.19822909126496452,1.2017295505834322,0.05293651659299042,-0.3648499512506724,-0.7458378075354624,0.4663208245722992,0.5228980891545947,-0.12598961359222297,0.17480347570464216,0.47917149690932276,-0.8565064371828597,-0.39775966956477765,-0.15495519530204313,0.17590866883747044,0.597189257943457,1.052900522008388,-1.0500478834361333,0.6740732963040211,-0.9689658339994218,-0.8755546397377305,0.5898061756845219,-0.43665861621177293,0.29448111140934863,0.21171250658309415,0.7662805340023421,0.6820050086698173,0.7593028459859374,-0.14218792375758105,0.3455750577850112,-0.6504733518751922,-0.35552494110282995,-0.43556693187096995,-0.19594810539196822,0.35451452836402475,-0.8120881341654553,-0.26961825837596787,0.6766573643097135,-0.29851217601108576,-0.9060338687294397,0.8026071257405862,0.0004794476128576291,0.09633254539403814,-0.40742947788288547,0.6089419555976758,-1.4295003982422512,-0.4759520896071216,-0.7896721438594093,0.0941923280024487,-0.08040185542625458,-0.869072940447812,-0.19203142227344652,0.048982568973842705,0.5506563434553271,-0.48248055775516624,-0.6148611005982801,-0.12709534345937498,-0.45960162667696386,0.6985296385243681
TR-3,0,25.64519727473236,24.43970528059128,11.77111738442795,3.376697022861708,1.0268156213096262,0.0007984733028940078,-0.022220258496630913,3.6465320447396716,-1.3620430808701234,-0.411478341657751,3.5712287794823276,-3.557967106486396,1.1381768103308014,1.0439660858029982,5.393798663295498,-0.5072313503210475,-2.316383035730443,1.5666484720595761,2.1319996338327503,1.2175681169687231,4.096281067448745,-1.9691236606543479,-9.157389738902813,4.4501921017626405,3.4761971090520727,-3.8915045439102576,-4.72708695488532,-2.4652935526603534,-0.16602226747945498,0.7181559981244062,-5.994387142239322,0.19931149619901936,-1.418388278629456,-2.0864772513214027,2.599765262346591,-4.573174981379981,-3.615556898449839,4.44696973532113,-2.5964794852850583,-0.9142184883863249,0.6501490560002587,-0.2686716603340248,-1.185859867224616,4.8763320069617375,-4.364036611896989,3.9386537384018943,-6.8602142841230025,1.4486253998607874,-2.2455947446669664,-1.6054063040474824,-3.540018681091972,-3.34741303644086,0.8463245888614986,0.40028333888833606,2.9545517301279083,2.2939633817472083,-3.3226951277727554,3.5228973991734978,-4.426804174123382,-0.5272253619350109,-2.021435432980991,3.6068672555327974,2.0545020689966447,0.8500681621747698,3.7406617751429594,-0.8713292588138887,-4.350656897807121,-0.47624294669365713,-1.018984410206295,-1.6140738788863722,0.5647183599534843,-0.12897972267335855,2.307649317630287,0.43377501684835484,-1.8550783676941953,0.1775605823323327,-1.418280815813994,1.7231979104279662,-2.778114700143986,-0.1671389590628677,-2.107639267067726,2.139177745376043,-0.8141052757179151,-0.44790736846775003,0.12384011842555005,1.374973799751804,-0.4894907796638585,1.1545040966554445,0.6318137527288618,2.687528249472304,-0.9778084874436651,-0.8883060327101902,-0.3388658460670611,0.10007965862012219,1.2292993805916808,-2.6453252544686463,-1.6839315328911897,-0.3702844487340982,1.252932108653286,-0.0792234484469977
TR-4,0,1.0794068555112373,0.6496230438945356,-0.9667882605972133,-3.8960241038061714,6.85777763639213,-1.5276067898386976,-1.6609750077889995,4.446884829658903,-0.611480394396766,0.3892925854853589,-3.346594907613125,0.047355068672018046,1.3876067587618661,1.3931400481573488,1.3238248913534907,-1.0465821594720108,-1.7201758898319786,1.8589712577653723,1.7254124428778463,0.5988682857243776,-1.7738965757256033,-1.0644557051550998,0.29718119412153804,-1.329183827414592,-0.7243674884914542,-0.9929303355088526,-1.495138658923098,0.2938667685972477,-0.2675495842466854,0.15393868324698765,-0.7397408805947362,0.4313460184990187,0.15789412723849972,-0.6115846532659821,2.2537184616394867,-2.176039119302536,0.2458405001845849,1.4766520217631491,-0.4410986796990483,0.4586577768688689,0.20141522721621233,0.3718453513327255,1.5122652717924643,0.11429641507542496,0.08675213005383837,-0.1860804747912965,0.5203741276405603,0.027697373456882432,0.28289781163052113,-0.9872615558817976,-0.28098297092507246,0.23142431482854567,-0.2932763227000371,0.6013089444636593,0.08834364255589063,1.1144071767662018,0.6008204269608678,-0.42509136192862995,1.024642432002916,-0.9347985004879834,0.8078355606412668,1.7768661017855076,0.9118013415766958,-0.33422137531101265,0.4197191707161603,-0.28140145665401933,0.2820252867731681,-0.904640883533675,-1.031880456923824,-0.552896177262153,-0.15904038843594454,0.8149403756321518,0.0986773039421872,-1.1563804811814202,0.6373765262143762,0.7188615569769227,0.6599070931506661,0.419290271652495,-0.4427981143396609,-0.7933466009433738,1.201615372764521,-0.012108270792274778,-0.9888953422444621,-0.3558997932587288,-0.6951950740572568,0.4096121839236901,-0.16037615654379583,0.23573837941686002,-0.5307476015530903,0.2588794454945092,0.06984569532591513,0.8791200059272734,0.35988277018099807,0.10308245537830582,-0.28924234312025043,0.3175678810639741,-0.3118722705953536,-0.5888141756378992,-0.24438426830386434,0.3113312511857234
TR-5,0,0.4672714216873592,-3.7507224700589106,2.0223606961177523,6.497484061346785,-0.813750970158665,-4.574060006130103,-3.6762384575540734,-1.3771238549695664,-2.9536470296461252,4.4471785318489205,2.4700569012780975,2.3163770512580064,1.583328926740842,-1.4372877474401848,-2.7394932526435576,-0.9861192373972207,-1.0082459495635852,-1.026418572685923,0.3089622379817605,0.3275991369420092,-1.7118755152143756,-0.7050464046285769,-0.6762465527364148,0.7548622275567756,0.8653779101220315,0.4630476641558786,-3.0604910595453423,2.2896467449717104,1.1632352362228568,-0.433194402606065,0.8436284830600554,0.27188382919848014,0.7238602207820558,1.5582163740099038,-0.8083760329296776,-0.3450075065603452,-0.3352372113694245,-1.0161544650840082,0.3895796386111115,0.7863858903596501,1.6136035086300449,1.0279397975051672,0.29271743988220655,-1.7200691961940915,-1.5113932753289188,0.8067123711860694,0.508979319335249,-0.10322828885045969,0.580452081534437,-0.8832592099650483,-0.18387972227889318,0.8352672669190145,-0.9932320849059105,1.0465596165193138,0.19373481379869542,0.9496732817676974,-0.1699882839511395,0.046244470726008714,0.5957850566204103,-0.8190018558600584,-2.0522567721626928,-1.3125350685211854,0.033405443445947834,-0.08799747398799977,-0.24098926785574326,-0.23540893135509927,-0.8823177771690582,0.01333206085962862,-0.013676770802016042,0.8225983252535597,0.04819108608854925,-0.1519219150327677,-1.3227578745991018,0.16197432373221157,-0.7722337779430756,0.9667744724001992,0.2822240235243695,0.23604246038107907,-0.7916219767684807,-0.9141680370512466,-0.8015957446732334,1.0184381299527592,-0.2841620107999563,-0.7686328812295622,0.513204632746696,0.45644146558638465,-0.024431190260146316,-0.3780056695052879,0.515622873976102,0.12218422821167672,1.0689605003138134,-0.04274592568825949,-1.128058761479108,-0.24393151509819053,-0.33991617316880635,0.2939890817531547,0.6649074890255348,0.3082719145389216,0.11822703496924325,-0.2350324219522042
TR-6,0,-5.982618829478465,-0.01178649630855288,5.493490193546276,5.758887445804328,-1.584070142724043,1.1405523804318558,0.5643902572985378,0.6358104462582298,1.4632381949355173,-2.207247206426691,1.3821055259365946,-1.4735266451492148,-0.037032330470546576,1.0482159718895196,-1.8110247238082433,0.3822160479498173,0.4330447648823877,0.6941158956229443,-0.14025366637495096,-0.3549143131156472,1.1958233561303147,0.479438724360442,0.6154320815870313,0.42092583252844684,0.6717555097153005,-0.5706412536094917,-0.4729042870386452,1.1760678112584841,0.5732930401321932,-0.6400187121081952,0.6350409175237303,0.37938993115283676,0.8843135830755303,1.3146608510428044,1.140847267368585,-0.04214121161332559,-3.32518609994262,1.2880971906378995,0.38575462449360665,-0.10742568779202843,-0.1219557973623832,-2.8444062312845175,0.7003137369569873,-2.1446398107878832,1.2067710668076772,1.6427082899458845,-2.494258772162921,0.36040540072490496,0.21227470226990458,-0.9413773510414507,-0.33245015515303145,0.341732977404881,-0.9581329912456458,-1.210996949770283,0.3247565437236764,-0.8504596325153468,0.5027486675080718,-0.8549751468127197,0.5155041576989331,0.20468266662601675,1.6765863591374006,-1.0026346072040209,-0.06852654391304856,0.07268318522408594,-0.6933962745020515,-1.6676115224302592,-0.5720831791709488,0.3846190127762352,0.6088455187062106,-0.02886099550759437,-0.054251155721297024,-0.07102490323569814,0.880805884675337,0.5822470487763335,0.7569254521283874,1.2966365428475288,-0.5193525881413916,0.3168355612364778,-0.14524137261394635,-0.20606273017333263,0.24747429775337415,-0.5553694985924998,-0.7850391897427828,0.47736602402707434,-0.1213124747888441,0.5798395512125484,-0.030701535165372936,-0.23937681339093628,0.2068791032679794,0.963335434203525,-0.07887276146778441,-0.578053286749783,-0.39072582465502737,0.4605309487862407,0.20598319759338776,0.21440667434735242,0.13718469762023575,-0.49250251373071163,-0.5943400616123123,0.18230760752140734
TR-7,0,-6.534739007250538,-1.087740067279887,3.6626645278280305,5.453559292697079,0.3930901573274259,0.5944385448100163,-0.7698889231333542,0.8332026514722618,1.6810600551267507,-0.8321906876680967,1.1595722610306582,1.0089611692564788,-0.1293546884819103,-1.1343373748462786,-1.2690519776222138,-0.13018722834896299,0.18824529988909558,-0.7223780034731008,0.06529499085868447,-0.7447719049788453,1.0668897809410816,2.0261450361709197,-0.3304479460037809,0.1363068637923464,0.1035536416495516,-0.11020612268830056,-0.7164884193898734,-0.4233191936246065,0.13465920060738085,-0.7680062237214071,0.6584256188717156,-0.5225107820871719,0.24264102244881752,0.6398356429222936,0.9638979806934389,-0.6520831571815902,0.9862565959008674,-0.6251553988955535,-0.019469085923908204,-0.47091792264558724,-0.011498420861916638,-0.15616384743524725,0.3422813813198273,0.41294519753803716,-0.3817043180394943,-0.1519572809269875,-0.07496407195287022,-1.2558646168541636,-0.13148543916600056,-0.6485110346743153,0.04800096630192583,0.29220053992542433,-0.8997062714570575,-0.1179354720624903,-0.04669437577366818,-0.2728002717127981,-0.5111281564205182,0.2679369743689248,0.4213708275321203,0.09594780944832768,1.1916383717955539,0.34970109826679346,-0.7748977441232138,0.6929469700363088,-0.4204143362065404,-0.7526920056607079,0.19121337348512815,0.4012749420072137,0.3057567670547453,0.297137961204593,-0.6501499045375398,-0.3179614370280453,0.48867537285959084,0.8297627746961652,0.3260822480583834,-0.22203682995547788,-0.11527311684732403,0.21698509661218382,-0.5110466257756758,-0.7367378128696618,0.4638625979973019,-0.1945299175678611,-0.41429284828645396,0.2106157000464559,0.21418329731996763,0.2466688970455541,-0.35395638070076074,-0.22476995757401289,-0.12420881127250417,0.8513426541383118,-0.23536328622700342,-0.0036738615489398927,-0.23114354085751668,-0.07144636035887633,-0.017571521135794847,-0.18583081634300616,0.006965094724375724,0.35270830192504565,0.32464974345741837,0.9570556751671143
TR-8,0,-4.955349741761862,-2.676411447466574,5.948942666234741,1.3826279190602555,0.12049559171157913,1.8886489321457416,-0.6742491427431733,1.1312016262047746,-1.425925531750415,-0.5888259753018596,1.2644214475738973,0.06999562839091587,1.1733767385081033,0.45376003580617635,0.05446898664863715,-1.4457206733678891,-0.4599842691580394,3.541242142694641,-0.8421146675158642,0.5682321135071966,0.9563279455682521,-4.526815900037696,2.7116678946489916,-2.2473179661375986,-2.0518881078766196,-1.737009008405263,-1.508767440648941,0.9924845527926304,-0.2841471640392215,2.1345602991706754,-0.8220565386030353,-0.1416109475088989,0.6728773912175501,-0.406307642277226,0.48729106993373167,1.2266566502604879,1.1280486671445982,0.2907333865340675,-0.7330146136878636,-2.5620570996040026,0.2389104483992548,-1.0186282310414358,-1.7654272042416759,-1.1084703339694353,-0.6450435020306937,-0.6417662292166926,-0.2118708946471069,-1.6210363082810493,-0.27567504745787974,-1.408057394645728,-0.9522862458185051,1.0318181675669507,0.8538905676863657,-0.05227204311836532,-0.05462433328543687,1.278305538449603,1.3683358172232318,0.3974244708872391,0.8846306712449249,-0.1310428835291145,-1.419335660769844,0.4687490966734751,0.6967251430630401,-0.6924433271385304,0.5380404385359133,-0.06200687590091798,-0.5190944424403368,0.10710879867694181,-0.5597591216013045,-0.7623034768644484,-0.931271033819407,0.8140425354488287,0.2973261852762591,-1.6260683496249162,-0.8497344196012979,0.5594368190071024,0.18197042970970176,-1.1459656264778915,-0.9759524138563873,-0.3041047822802065,0.7478417333392201,-0.17549028339433873,-0.42293163052193644,-0.2657378453566117,0.17219225598116664,0.4091925808606502,-0.9289920451398618,0.0602371386943385,-0.028603867022530392,1.0597532884692629,0.0461779996963766,-0.09349659685992458,0.13891149500776265,-0.450830402425535,-0.2055299609666777,-0.3819325240034541,0.006270905975704217,0.2873530595649342,0.29707238376317674,0.21378762784943994
TR-9,0,-5.824622188280481,-1.3352508202100333,2.6278657130414365,2.8023152255154637,-1.1666165534010802,2.9284208613349794,-0.9883219637788839,-0.8189249299997725,-0.767410233972325,-0.0716367969165182,3.366537732801119,-0.13128773765742943,-2.0248157671173597,2.125695386643589,-2.3181880567782387,1.6698708873644217,-0.26154245801901954,-0.7190472109507369,-1.1079267570133509,-0.6109659024980133,-5.3690160259892545,-0.5615969078439246,-0.7130344272780706,1.531590505041621,-0.38972774125965876,-1.8657912885675152,0.32662012315922967,0.7033009939225414,0.5697500723020273,0.787674179507742,0.3547502560224609,0.6407180345233637,-1.1551677568282679,-0.7343557491904871,1.1613313622750423,-1.0278853946976974,-0.5977983555158589,-0.0033876602218482644,0.44537151519619717,0.35514643584950534,-0.45326385974847566,-1.0433488200928083,2.3232449025054027,1.4908779337374425,-1.465292801442741,-1.0199411777855463,-0.15281811166570994,1.126108818979619,0.6213402390787723,0.3803605741805927,0.07090054670682165,-0.7942945983663695,-0.09377264768228566,-0.8031557180207634,-0.8970112748678377,-1.3622988311943323,-0.3686663564550473,-0.6060897575952932,0.920110421073736,0.4945646202029562,0.4319827713432019,-1.9326286989664527,0.1924537724996544,-0.24557523016782395,-0.1860381387846094,0.04414664440325881,0.2853212458044438,0.2849254801577764,0.13510245707436408,0.701047695721658,-0.04576908090489983,-1.1334223479321193,-0.6143707169615262,-0.769126638312293,0.32846519082417064,0.6520147097272596,0.0975672631379351,1.088098077111582,0.6645485122830325,0.06588671463086702,-0.6023946133061377,-0.012406998059356257,-1.097785022519221,-0.15426027544192925,0.1932994731977706,0.11336257456952828,0.38828121189991915,0.5437492947334197,1.0536523914548868,-0.333220987010674,-0.006177822825414245,-0.07708259320557367,0.4415223965834021,-0.5671512569552022,0.9277262703027188,-0.421287282944523,0.40610571095386405,-0.7875782906019412,-0.006118733041339003,0.6063941231305959
TR-10,0,-1.2695670670923855,0.7219644691994154,-3.704235881101514,0.9841145270365923,3.008200693766718,-2.9498793004464785,0.20927027840580997,1.6943826887096343,2.8594025226440163,0.8435184313127925,0.678120536192209,1.6143045092259924,0.7215349129046976,-0.5597717763946806,-1.335634917794492,-0.526823072564942,-2.014053414858202,-0.34972741264626234,-0.49907557282428466,0.35789723506808313,0.17758303538624512,0.8521029198025294,0.3006094813175139,0.10179657138268497,0.7604798833556708,-0.9877876115724853,0.41457138048136066,-0.19225648974266707,0.6284306202844564,-1.7436999745652177,1.4234065534360396,0.802473782153376,-0.3294196948140749,0.6661592848563693,-1.1734012880786178,-0.25000613879046013,-0.6322352473429947,-0.8690025491417563,-0.181572090489695,0.950445878667467,0.714098747470574,1.6926141963942765,-0.25278373742141513,0.1804818381854542,-0.4222947625696793,-0.8191326330666254,-0.2642852509157247,0.5665352183511837,0.23004696482785947,0.8801245053394023,-0.6588510125523478,0.35176270537708776,1.2934793455132954,-0.9663627322731886,0.22132864681032074,-0.573853605404383,-0.055378587495175435,0.11513984245358218,0.2469271544354416,-0.07981739495672391,0.06821746147288782,0.07966569578245981,1.1942094329408728,0.7222458998660046,-0.4247736436896024,-0.17240715394759068,-0.20922506900961432,0.45195170291872616,0.7149239773264466,0.14138866093692345,-0.09764195508711708,-0.6647565412652411,-0.40390523463117617,-0.7807856949657573,0.3889998788769179,-1.4352143601068494,-0.8367266690028204,0.924028398814547,-1.192015558818853,-1.1304590427124095,0.8949399125591176,-0.43642387570188046,-0.11813244435872464,0.3601551060751957,0.12146405333865161,-0.6792076211944096,-0.2670009121342402,-0.16616070902934668,-0.1468816353531125,1.1979508983613834,-0.3702688303653631,-0.034540448022328384,0.9327663524492453,0.8638693204215878,0.24883633717229872,0.1243434599291901,-1.1640479288340728,-0.8785109862833337,0.057672967776202365,-0.6575638466130639
